ResponseId,Age,Country,EdLevel,Technology,Category
129,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
129,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
129,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
129,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
130,35-44 years old,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells),Language
130,35-44 years old,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#,Language
130,35-44 years old,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Language
130,35-44 years old,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Language
130,35-44 years old,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",SQL,Language
132,25-34 years old,Germany,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
132,25-34 years old,Germany,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Bash/Shell (all shells),Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,C#,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,HTML/CSS,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Java,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,JavaScript,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,PHP,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,PowerShell,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Python,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,Rust,Language
134,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,SQL,Language
138,35-44 years old,Argentina,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells),Language
138,35-44 years old,Argentina,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
138,35-44 years old,Argentina,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Java,Language
138,35-44 years old,Argentina,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
138,35-44 years old,Argentina,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells),Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Java,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",PHP,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",PowerShell,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Python,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",SQL,Language
140,Under 18 years old,Pakistan,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,C,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,HTML/CSS,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,Java,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,JavaScript,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,PHP,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,SQL,Language
142,25-34 years old,Italy,Some college/university study without earning a degree,TypeScript,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,Bash/Shell (all shells),Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,HTML/CSS,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,JavaScript,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,PHP,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,Python,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,SQL,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,TypeScript,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",C#,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",HTML/CSS,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",JavaScript,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",SQL,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
163,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Lua,Language
163,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
163,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,HTML/CSS,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,JavaScript,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,PHP,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,TypeScript,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Go,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Groovy,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C++,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Prolog,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",R,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,C#,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,HTML/CSS,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,JavaScript,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,PHP,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,PowerShell,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,SQL,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Visual Basic (.Net),Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Kotlin,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Rust,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",PHP,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",SQL,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Visual Basic (.Net),Language
191,55-64 years old,Canada,Some college/university study without earning a degree,C#,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,Go,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,HTML/CSS,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,Java,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,JavaScript,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,PowerShell,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,SQL,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Dart,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,C#,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,HTML/CSS,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,JavaScript,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Lua,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,PowerShell,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,SQL,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,TypeScript,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,VBA,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Visual Basic (.Net),Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells),Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
209,25-34 years old,Netherlands,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
209,25-34 years old,Netherlands,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PHP,Language
209,25-34 years old,Netherlands,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
209,25-34 years old,Netherlands,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells),Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",VBA,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Visual Basic (.Net),Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Rust,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PHP,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C#,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Go,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",PowerShell,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",TypeScript,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C++,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",F#,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",SQL,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells),Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Go,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Rust,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
230,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",HTML/CSS,Language
230,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,Language
230,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Ruby,Language
230,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",SQL,Language
230,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",TypeScript,Language
235,35-44 years old,India,Some college/university study without earning a degree,Bash/Shell (all shells),Language
235,35-44 years old,India,Some college/university study without earning a degree,C,Language
235,35-44 years old,India,Some college/university study without earning a degree,C++,Language
235,35-44 years old,India,Some college/university study without earning a degree,Dart,Language
235,35-44 years old,India,Some college/university study without earning a degree,Go,Language
235,35-44 years old,India,Some college/university study without earning a degree,HTML/CSS,Language
235,35-44 years old,India,Some college/university study without earning a degree,Java,Language
235,35-44 years old,India,Some college/university study without earning a degree,JavaScript,Language
235,35-44 years old,India,Some college/university study without earning a degree,SQL,Language
235,35-44 years old,India,Some college/university study without earning a degree,TypeScript,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
242,45-54 years old,United States of America,Some college/university study without earning a degree,JavaScript,Language
242,45-54 years old,United States of America,Some college/university study without earning a degree,PHP,Language
242,45-54 years old,United States of America,Some college/university study without earning a degree,SQL,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C++,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Assembly,Language
