ResponseId,Age,Country,EdLevel,Technology,Category
150,35-44 years old,Croatia,Some college/university study without earning a degree,Bash/Shell (all shells),Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,HTML/CSS,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,JavaScript,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,Python,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,Rust,Language
150,35-44 years old,Croatia,Some college/university study without earning a degree,SQL,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C++,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
151,25-34 years old,Turkey,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Rust,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
156,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Assembly,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Bash/Shell (all shells),Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",C,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",C#,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",C++,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Go,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",HTML/CSS,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Python,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Rust,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Solidity,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",SQL,Language
158,18-24 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Zig,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Dart,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Kotlin,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Solidity,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Swift,Language
159,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
163,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
163,25-34 years old,Sri Lanka,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
166,35-44 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,C#,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,Go,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,HTML/CSS,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,PHP,Language
173,18-24 years old,Romania,Some college/university study without earning a degree,TypeScript,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
176,25-34 years old,United States of America,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
181,25-34 years old,Portugal,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,C#,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,HTML/CSS,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,JavaScript,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,PHP,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,PowerShell,Language
182,18-24 years old,Poland,Some college/university study without earning a degree,SQL,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
183,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Rust,Language
185,35-44 years old,Hungary,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Dart,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
189,25-34 years old,Canada,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",SQL,Language
190,35-44 years old,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
191,55-64 years old,Canada,Some college/university study without earning a degree,C#,Language
191,55-64 years old,Canada,Some college/university study without earning a degree,HTML/CSS,Language
191,55-64 years old,Canada,Some college/university study without earning a degree,JavaScript,Language
191,55-64 years old,Canada,Some college/university study without earning a degree,Python,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,C#,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,C++,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,Go,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,Java,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,JavaScript,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,PowerShell,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,Rust,Language
192,35-44 years old,Bulgaria,Some college/university study without earning a degree,SQL,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Dart,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
196,25-34 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
200,45-54 years old,India,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Clojure,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Haskell,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,HTML/CSS,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,JavaScript,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Lua,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Python,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,Rust,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,SQL,Language
205,25-34 years old,United States of America,Some college/university study without earning a degree,TypeScript,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells),Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
208,18-24 years old,France,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
209,25-34 years old,Netherlands,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
209,25-34 years old,Netherlands,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
210,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
211,25-34 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PHP,Language
212,55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Elixir,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Go,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Kotlin,Language
215,35-44 years old,Dominican Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",TypeScript,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
216,25-34 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C#,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Solidity,Language
218,25-34 years old,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C++,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
223,35-44 years old,France,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells),Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Go,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Language
226,25-34 years old,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,Language
230,45-54 years old,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",TypeScript,Language
235,35-44 years old,India,Some college/university study without earning a degree,Bash/Shell (all shells),Language
235,35-44 years old,India,Some college/university study without earning a degree,Go,Language
235,35-44 years old,India,Some college/university study without earning a degree,Java,Language
235,35-44 years old,India,Some college/university study without earning a degree,JavaScript,Language
235,35-44 years old,India,Some college/university study without earning a degree,Rust,Language
235,35-44 years old,India,Some college/university study without earning a degree,SQL,Language
235,35-44 years old,India,Some college/university study without earning a degree,TypeScript,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
238,35-44 years old,Poland,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
242,45-54 years old,United States of America,Some college/university study without earning a degree,JavaScript,Language
242,45-54 years old,United States of America,Some college/university study without earning a degree,PHP,Language
242,45-54 years old,United States of America,Some college/university study without earning a degree,SQL,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
243,18-24 years old,Morocco,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
254,35-44 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
256,35-44 years old,Brazil,Some college/university study without earning a degree,Bash/Shell (all shells),Language
256,35-44 years old,Brazil,Some college/university study without earning a degree,Go,Language
256,35-44 years old,Brazil,Some college/university study without earning a degree,Python,Language
256,35-44 years old,Brazil,Some college/university study without earning a degree,Rust,Language
262,35-44 years old,Sweden,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
262,35-44 years old,Sweden,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells),Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",C#,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Dart,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PHP,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",Rust,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,Language
263,35-44 years old,Austria,"Masterâ€™s degree (M.A., M.S., M.Eng., MBA, etc.)",TypeScript,Language
274,45-54 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
274,45-54 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Java,Language
274,45-54 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
274,45-54 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
274,45-54 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
275,18-24 years old,Russian Federation,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
275,18-24 years old,Russian Federation,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
276,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
276,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
276,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",PowerShell,Language
276,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
276,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Java,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Kotlin,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
280,35-44 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
281,25-34 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells),Language
281,25-34 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",C#,Language
281,25-34 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
281,25-34 years old,Switzerland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Elixir,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Lua,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
284,18-24 years old,Tunisia,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Zig,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Go,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Rust,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",SQL,Language
285,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",TypeScript,Language
293,55-64 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells),Language
293,55-64 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Perl,Language
293,55-64 years old,United States of America,"Bachelorâ€™s degree (B.A., B.S., B.Eng., etc.)",Python,Language
